Course Code,Course Title,Credit,Distribution,Recommended Prep,Pre Requisites,Exclusion
 HIS313H5 , Canadian Working-Class History to 1919 ,0.5,Humanities,HIS101H5 or  HIS102H5 or  HIS103H5 or  HIS104H5 or  HIS105H5 or  HIS106H5 or  HIS107H5 or  HIS108H5.,None,HIS313Y5 or  HIS313Y1
 HIS314H5 , 20th Century Canadian Working-Class History ,0.5,Humanities,( HIS101H5 or  HIS102H5 or  HIS103H5 or  HIS104H5 or  HIS105H5 or  HIS106H5 or  HIS107H5 or  HIS108H5) and  HIS313H5,None,HIS313Y5 or  HIS313Y1
 HIS315H5 , Indigenous Peoples and Immigrants in Canada ,0.5,Humanities,HIS262H5 or  HIS263Y5,None,None
 HIS318H5 , Canadian Environmental History: Contact to Conservation ,0.5,Humanities,( HIS101H5 or  HIS102H5 or  HIS103H5 or  HIS104H5 or  HIS105H5 or  HIS106H5 or  HIS107H5 or  HIS108H5) and ( HIS261H5 or  HIS262H5 or  HIS263Y5),8.0 credits,None
 HIS319H5 , Canadian Environmental History:  Conservation to the Modern Environmental Movement ,0.5,Humanities,( HIS101H5 or  HIS102H5 or  HIS103H5 or  HIS104H5 or  HIS105H5 or  HIS106H5 or  HIS107H5 or  HIS108H5) and ( HIS261H5 or  HIS262H5 or  HIS263Y5 or  HIS318H5),8.0 credits,None
 HIS321H5 , Medieval and Early Modern Scotland ,0.5,Humanities,( HIS101H5 or  HIS102H5 or  HIS103H5 or  HIS104H5 or  HIS105H5 or  HIS106H5 or  HIS107H5 or  HIS108H5) and ( HIS220Y5 or  HIS221H5 or  HIS230H5),0.5 HIS credit,HIS413H5
 HIS323H5 ," The Rwandan Genocide: History, Violence, and Identity ",0.5,Humanities,None,None,None
 HIS325H5 , Modern African History ,0.5,Humanities,HIS101H5 or  HIS102H5 or  HIS103H5 or  HIS104H5 or  HIS105H5 or  HIS106H5 or  HIS107H5 or  HIS108H5,None,None
 HIS326Y5 ," History of Women in Canada, 1600-2000 ",1.0,Humanities,HIS101H5 or  HIS102H5 or  HIS103H5 or  HIS104H5 or  HIS105H5 or  HIS106H5 or  HIS107H5 or  HIS108H5,None,None
 HIS327Y5 , From Antiquity to the Middle Ages: Europe 300-800 ,1.0,Humanities,HIS101H5 or  HIS102H5 or  HIS103H5 or  HIS104H5 or  HIS105H5 or  HIS106H5 or  HIS107H5 or  HIS108H5,HIS220Y5 or  HIS221H5  or  CLA101H5 or  CLA231H5 or  CLA310H5 or  CLA367H5 or  CLA368H5 or  CLA369H5 or Permission of Instructor,HIS424Y1
 HIS330H5 , Politics and Political Change in Latin America ,0.5,Humanities,( HIS101H5 or  HIS102H5 or  HIS103H5 or  HIS104H5 or  HIS105H5 or  HIS106H5 or  HIS107H5 or  HIS108H5) and  HIS290H5,None,None
 HIS336H5 , The Imperial Victorian World ,0.5,Humanities,HIS101H5 or  HIS102H5 or  HIS103H5 or  HIS104H5 or  HIS105H5 or  HIS106H5 or  HIS107H5 or  HIS108H5,None,None
 HIS337H5 , History of Information and Media ,0.5,Humanities,HIS101H5 or  HIS102H5 or  HIS103H5 or  HIS104H5 or  HIS105H5 or  HIS106H5 or  HIS107H5 or  HIS108H5,None,HIS392H5 (Fall 2019 and Fall 2020)
 HIS338H5 , The Holocaust in Nazi Germany and Occupied Europe ,0.5,Humanities,( HIS101H5 or  HIS102H5 or  HIS103H5 or  HIS104H5 or  HIS105H5 or  HIS106H5 or  HIS107H5 or  HIS108H5) and a course in modern European history.,None,HIS361H1 or  HIS338H1
 HIS339H5 ," Postwar Germany, 1945-present ",0.5,Humanities,( HIS101H5 or  HIS102H5 or  HIS103H5 or  HIS104H5 or  HIS105H5 or  HIS106H5 or  HIS107H5 or  HIS108H5) and ( HIS242H5 or  HIS338H5),None,None
 HIS340H5 , The Reformation in Europe ,0.5,Humanities,HIS101H5 or  HIS102H5 or  HIS103H5 or  HIS104H5 or  HIS105H5 or  HIS106H5 or  HIS107H5 or  HIS108H5,None,RLG346H5 and  HIS309H1
 HIS342H5 , History of Quebec and French Canada ,0.5,Humanities,HIS262H5 or  HIS263Y5,None,FRE342H5
 HIS351H5 , Twentieth-Century Russia ,0.5,Humanities,( HIS101H5 or  HIS102H5 or  HIS103H5 or  HIS104H5 or  HIS105H5 or  HIS106H5 or  HIS107H5 or  HIS108H5 and  HIS250H5,None,HIS351Y1
 HIS355H5 , Histories of Extraction and the Future of the Environment ,0.5,"Humanities, Social Science",HIS255H5,None,None
 HIS357H5 , The Renaissance ,0.5,Humanities,HIS101H5 or  HIS102H5 or  HIS103H5 or  HIS104H5 or  HIS105H5 or  HIS106H5 or  HIS107H5 or  HIS108H5,None,None
 HIS358H5 , Canada Since World War Two ,0.5,Humanities,( HIS101H5 or  HIS102H5 or  HIS103H5 or  HIS104H5 or  HIS105H5 or  HIS106H5 or  HIS107H5 or  HIS108H5) and ( HIS262H5 or  HIS263Y5),None,HISB41H3
 HIS364H5 , International Labour Migration ,0.5,Humanities,HIS101H5 or  HIS102H5 or  HIS103H5 or  HIS104H5 or  HIS105H5 or  HIS106H5 or  HIS107H5 or  HIS108H5,None,None
 HIS366H5 , Diasporic Histories & Cultures ,0.5,Humanities,HIS101H5 or  HIS102H5 or  HIS103H5 or  HIS104H5 or  HIS105H5 or  HIS106H5 or  HIS107H5 or  HIS108H5,None,None
 HIS367H5 , Diasporic Canada ,0.5,Humanities,( HIS101H5 or  HIS102H5 or  HIS103H5 or  HIS104H5 or  HIS105H5 or  HIS106H5 or  HIS107H5 or  HIS108H5) and ( HIS262H5  or  HIS263Y5),None,HIS266H5
 HIS368H5 , Canada in the First World War ,0.5,Humanities,( HIS101H5 or  HIS102H5 or  HIS103H5 or  HIS104H5 or  HIS105H5 or  HIS106H5 or  HIS107H5 or  HIS108H5) and any Canadian or European history course,HIS261H5 or  HIS262H5 or  HIS263Y5,None
 HIS369H5 , Great Lakes Aboriginal History ,0.5,Humanities,HIS101H5 or  HIS102H5 or  HIS103H5 or  HIS104H5 or  HIS105H5 or  HIS106H5 or  HIS107H5 or  HIS108H5,None,HIS366H1
 HIS370H5 , The American Revolution ,0.5,Humanities,( HIS101H5 or  HIS102H5 or  HIS103H5 or  HIS104H5   or  HIS105H5 or  HIS106H5 or  HIS107H5 or  HIS108H5) and ( HIS271H5 or  HIS272H5 or  HIS272Y5),None,None
 HIS371H5 , The Americas: Interaction and Inequality ,0.5,Humanities,None,None,"HIS391Y1,  HISC70H3"
 HIS372H5 , The United States in the 20th Century ,0.5,Humanities,HIS101H5 or  HIS102H5 or  HIS103H5 or  HIS104H5 or  HIS105H5 or  HIS106H5 or  HIS107H5 or  HIS108H5,None,HIS372H1 and  HISD36H3
 HIS373H5 ," From the Gilded Age to the Jazz Age:  The Emergence of Modern America, 1877-1929 ",0.5,Humanities,( HIS101H5 or  HIS102H5 or  HIS103H5 or  HIS104H5 or  HIS105H5 or  HIS106H5 or  HIS107H5 or  HIS108H5 and ( HIS271H5 or  HIS272H5 or  HIS272Y5),A course in American history.,None
 HIS374H5 ," Gender and Sexuality in the US, 1945-present ",0.5,Humanities,HIS101H5 or  HIS102H5 or  HIS103H5 or  HIS104H5 or  HIS105H5 or  HIS106H5 or  HIS107H5 or  HIS108H5 or  HIS272H5 or  HIS272Y5 or  WGS101H5 or any course in U.S. History,None,None
 HIS378H5 , East Asian Cities ,0.5,Humanities,( HIS101H5 or  HIS102H5 or  HIS103H5 or  HIS104H5 and or  HIS105H5 or  HIS106H5 or  HIS107H5 or  HIS108H5) and  HIS284H5,None,None
 HIS382H5 ," Nations, Borders and Citizenship in South Asia ",0.5,Humanities,HIS101H5 or  HIS102H5 or  HIS103H5 or  HIS104H5.,HIS282H5,None
 HIS384H5 , International Relations in the Middle East - Regional Perspectives on the 20th Century ,0.5,Humanities,None,( HIS101H5 or  HIS102H5 or  HIS103H5 or  HIS104H5 or  HIS105H5 or  HIS106H5 or  HIS107H5 or  HIS108H5) and ( HIS201H5 or  HIS236H5 or  HIS282H5 or  HIS290H5 or  HIS295H5 or  HIS306H5),HIS307H1
 HIS385H5 , Orientalism and Occidentalism ,0.5,Humanities,HIS101H5 or  HIS102H5 or  HIS103H5 or  HIS104H5 or  HIS105H5 or  HIS106H5 or  HIS107H5 or  HIS108H5,HIS201H5,None
 HIS386H5 , Gender and History in South Asia ,0.5,Humanities,HIS101H5 or  HIS102H5 or  HIS103H5 or  HIS104H5 or  HIS105H5 or  HIS106H5 or  HIS107H5 or  HIS108H5,HIS282H5,None
 HIS387H5 , Popular Culture in East Asia ,0.5,Humanities,HIS101H5 or  HIS102H5 or  HIS103H5 or  HIS104H5 or  HIS105H5 or  HIS106H5 or  HIS107H5 or  HIS108H5 or  HIS284H5,None,None
 HIS388H5 , Histories of Modern Hinduism in South Asia ,0.5,Humanities,( HIS101H5 or  HIS102H5 or  HIS103H5 or  HIS104H5 or  HIS105H5 or  HIS106H5 or  HIS107H5 or  HIS108H5) and  RLG308H5,HIS282H5 or  RLG205H5,None
 HIS389H5 ," Localities, Regions and Nations in South Asia ",0.5,Humanities,HIS101H5 or  HIS102H5 or  HIS103H5 or  HIS104H5 or  HIS105H5 or  HIS106H5 or  HIS107H5 or  HIS108H5,HIS282H5,HIS382H5
 HIS390H5 , Revolutions and Nations in Latin America ,0.5,Humanities,( HIS101H5 or  HIS102H5 or  HIS103H5 or  HIS104H5 or  HIS105H5 or  HIS106H5 or  HIS107H5 or  HIS108H5) and a course in Latin-American history or politics.,None,None
 HIS391H5 , Mexico from Aztec to Zapatista ,0.5,Humanities,HIS101H5 or  HIS102H5 or  HIS103H5 or  HIS104H5 or  HIS105H5 or  HIS106H5 or  HIS107H5 or  HIS108H5,HIS290H5,None
 HIS392H5 , Topics in Global History ,0.5,Humanities,None,HIS101H5 or  HIS102H5 or  HIS103H5 or  HIS104H5 or  HIS105H5 or  HIS106H5 or  HIS107H5 or  HIS108H5,None
 HIS393H5 , Slavery and the American South ,0.5,Humanities,HIS101H5 or  HIS102H5 or  HIS103H5 or  HIS104H5 or  HIS105H5 or  HIS106H5 or  HIS107H5 or  HIS108H5,HIS271H5 or  HIS272H5 or  HIS272Y5,None
 HIS394H5 , Race and Empire in Colonial South Asia ,0.5,Humanities,HIS101H5 or  HIS102H5 or  HIS103H5 or  HIS104H5 or  HIS105H5 or  HIS106H5 or  HIS107H5 or  HIS108H5,HIS282H5,None
 HIS395H5 , Topics in History ,0.5,Humanities,HIS101H5 or  HIS102H5 or  HIS103H5 or  HIS104H5 or  HIS105H5 or  HIS106H5 or  HIS107H5 or  HIS108H5,None,None
 HIS396H5 , Modernity and Islam ,0.5,Humanities,HIS282H5,( HIS101H5 or  HIS102H5 or  HIS103H5 or  HIS104H5 or  HIS105H5 or  HIS106H5 or  HIS107H5 or  HIS108H5) and  HIS201H5,None
 HIS397H5 , Iran's Islamic Revolution ,0.5,Humanities,HIS101H5 or  HIS102H5 or  HIS103H5 or  HIS104H5 or  HIS105H5 or  HIS106H5 or  HIS107H5 or  HIS108H5,HIS201H5,None
 HIS398H5 ," South Asia in Motion: Circulation, Mobility, Histories  ",0.5,Humanities,HIS382H5,HIS282H5,None
 HIS399Y5 , Research Opportunity Program ,1.0,Humanities,None,Completion of a minimum of 8.0 to 10.0 credits. (Amended),None
 HIS401H5 , Missionaries and Colonization in New France ,0.5,Humanities,None,HIS101H5 or  HIS102H5 or  HIS103H5 or  HIS104H5 or  HIS105H5 or  HIS106H5 or  HIS107H5 or  HIS108H5 and  HIS230H5 or  HIS261H5 or  HIS262H5 or  HIS263Y5.,None
 HIS402H5 , Topics in the History of French Canada ,0.5,Humanities,None,( HIS101H5 or  HIS102H5 or  HIS103H5 or  HIS104H5 or  HIS105H5 or  HIS106H5 or  HIS107H5 or  HIS108H5) and ( HIS261H5 or  HIS262H5 or  HIS263Y5),None
 HIS403H5 , Empire and Colonization in the French Atlantic ,0.5,Humanities,None,HIS101H5 or  HIS102H5 or  HIS103H5 or  HIS104H5 or  HIS105H5 or  HIS106H5 or  HIS107H5 or  HIS108H5,None
 HIS405H5 , Microhistory ,0.5,Humanities,None,HIS101H5 or  HIS102H5 or  HIS103H5 or  HIS104H5 or  HIS105H5 or  HIS106H5 or  HIS107H5 or  HIS108H5,HIS420H5 (Fall 2020)
 HIS407H5 , Imperial Germany 1871-1918 ,0.5,Humanities,A course in modern European history,HIS101H5 or  HIS102H5 or  HIS103H5 or  HIS104H5 or  HIS105H5 or  HIS106H5 or  HIS107H5 or  HIS108H5,None
 HIS409H5 , The Life Cycle in Medieval and Early Modern Europe ,0.5,Humanities,None,( HIS101H5 or  HIS102H5 or  HIS103H5 or  HIS104H5 or  HIS105H5 or  HIS106H5 or  HIS107H5 or  HIS108H5) and 0.5 credit in medieval or early modern Europe.,None
 HIS410H5 , Doing Digital History ,0.5,Humanities,HIS210H5,HIS101H5 or  HIS102H5 or  HIS103H5 or  HIS104H5 or  HIS105H5 or  HIS106H5 or  HIS107H5 or  HIS108H5,None
 HIS416H5 , Canada and the Second World War ,0.5,Humanities,None,( HIS101H5 or  HIS102H5 or  HIS103H5 or  HIS104H5 or  HIS105H5 or  HIS106H5 or  HIS107H5 or  HIS108H5) and ( HIS261H5 or  HIS262H5 or  HIS263Y5),None
 HIS420H5 , Topics in Medieval History ,0.5,Humanities,None,HIS101H5 or  HIS102H5 or  HIS103H5 or  HIS104H5 or  HIS105H5 or  HIS106H5 or  HIS107H5 or  HIS108H5,None
 HIS425H5 , Global Intellectual History: Asia and Africa in the 20th Century ,0.5,Humanities,None,HIS101H5 or  HIS102H5 or  HIS103H5 or  HIS104H5 or  HIS105H5 or  HIS106H5 or  HIS107H5 or  HIS108H5,None
 HIS431H5 , Global China ,0.5,Humanities,None,( HIS101H5 or  HIS102H5 or  HIS103H5 or  HIS104H5 or  HIS105H5 or  HIS106H5 or  HIS107H5 or  HIS108H5) and  HIS284H5,None
 HIS435H5 , The Viking Age ,0.5,Humanities,None,HIS101H5 or  HIS102H5 or  HIS103H5 or  HIS104H5 or  HIS105H5 or  HIS106H5 or  HIS107H5 or  HIS108H5,None
 HIS438H5 , Remembering Atrocity: The Holocaust and Historical Memory in Europe and North America ,0.5,Humanities,None,( HIS101H5 or  HIS102H5 or  HIS103H5 or  HIS104H5 or  HIS105H5 or  HIS106H5 or  HIS107H5 or  HIS108H5) and ( HIS242H5 or  HIS338H5 or  HIS339H5),None
 HIS440H5 , Photography and American Culture ,0.5,Humanities,1.0 credit in American history or 1.0 credit in modern art history.,HIS101H5 or  HIS102H5 or  HIS103H5 or  HIS104H5 or  HIS105H5 or  HIS106H5 or  HIS107H5 or  HIS108H5,None
 HIS448H5 ," Memory, History and South Asia's Contested Pasts ",0.5,Humanities,HIS382H5 or  HIS386H5 or  HIS394H5,HIS101H5 or  HIS102H5 or  HIS103H5 or  HIS104H5 or  HIS105H5 or  HIS106H5 or  HIS107H5 or  HIS108H5,None
 HIS452H5 , The Great Depression in Canada ,0.5,Humanities,None,HIS261H5 or  HIS263Y5 or  HIS311H5 or  HIS314H5 or  HIS319H5 or  HIS342H5 or  HIS368H5 or  HIS416H5.,None
 HIS453H5 , The Klondike Gold Rush ,0.5,Humanities,HIS262H5 or  HIS263Y5 or  HIS272H5,HIS101H5 or  HIS102H5 or  HIS103H5 or  HIS104H5 or  HIS105H5 or  HIS106H5 or  HIS107H5 or  HIS108H5,None
 HIS454H5 ," Race, Gender and Nation in Modern Latin America ",0.5,Humanities,None,( HIS101H5 or  HIS102H5 or  HIS103H5 or  HIS104H5 or  HIS105H5 or  HIS106H5 or  HIS107H5 or  HIS108H5) and  HIS290H5,HIS441H1
 HIS461H5 , History of Upper Canada ,0.5,Humanities,None,( HIS101H5 or  HIS102H5 or  HIS103H5 or  HIS104H5 or  HIS105H5 or  HIS106H5 or  HIS107H5 or  HIS108H5) and ( HIS261H5  or  HIS262H5 or  HIS263Y5),None
 HIS462H5 , Indigenous North America ,0.5,Humanities,HIS262H5 or  HIS263Y5 or  HIS271H5 or  HIS272H5,HIS101H5 or  HIS102H5 or  HIS103H5 or  HIS104H5 or  HIS105H5 or  HIS106H5 or  HIS107H5 or  HIS108H5,None
 HIS463H5 , Memory and Memorialization in South African History ,0.5,Humanities,HIS295H5,HIS101H5 or  HIS102H5 or  HIS103H5 or  HIS104H5 or  HIS105H5 or  HIS106H5 or  HIS107H5 or  HIS108H5,None
 HIS464H5 , Decolonizing Africa ,0.5,Humanities,HIS295H5 or  HIS325H5,HIS101H5 or  HIS102H5 or  HIS103H5 or  HIS104H5 or  HIS105H5 or  HIS106H5 or  HIS107H5 or  HIS108H5,HIS493H5 (Winter 2020)
 HIS475H5 , The French Revolution ,0.5,Humanities,A course in European history,HIS101H5 or  HIS102H5 or  HIS103H5 or  HIS104H5 or  HIS105H5 or  HIS106H5 or  HIS107H5 or  HIS108H5,None
 HIS479H5 , Cold War America ,0.5,Humanities,None,HIS101H5 or  HIS102H5 or  HIS103H5 or  HIS104H5 or  HIS105H5 or  HIS106H5 or  HIS107H5 or  HIS108H5,None
 HIS480H5 , Partition and its Aftermath in South Asia ,0.5,Humanities,HIS382H5,HIS101H5 or  HIS102H5 or  HIS103H5 or  HIS104H5 or  HIS105H5 or  HIS106H5 or  HIS107H5 or  HIS108H5 and  HIS282H5.,None
 HIS483H5 , Colonialism in East Asia ,0.5,Humanities,HIS284H5,HIS101H5 or  HIS102H5 or  HIS103H5 or  HIS104H5 or  HIS105H5 or  HIS106H5 or  HIS107H5 or  HIS108H5,None
 HIS484H5 , Religion and Public Culture in South Asian History ,0.5,Humanities,HIS382H5 or  HIS386H5 or  HIS394H5,HIS101H5 or  HIS102H5 or  HIS103H5 or  HIS104H5 and  HIS282H5,None
 HIS486H5 , Political Thought in the Reformation ,0.5,Humanities,None,( HIS101H5 or  HIS102H5 or  HIS103H5 or  HIS104H5 or  HIS105H5 or  HIS106H5 or  HIS107H5 or  HIS108H5) and a course in medieval or early modern European history.,HIS486Y5
 HIS487H5 , Canadian Social History ,0.5,Humanities,HIS262H5 or  HIS263Y5,HIS101H5 or  HIS102H5 or  HIS103H5 or  HIS104H5 or  HIS105H5 or  HIS106H5 or  HIS107H5 or  HIS108H5,None
 HIS489Y5 , History Honours Thesis ,1.0,Humanities,None,Students must obtain a mark of 77% in each of 4.0 History credits and permission of the instructor.,None
 HIS490H5 , Religion and Society in Latin America ,0.5,Humanities,HIS290H5,HIS101H5 or  HIS102H5 or  HIS103H5 or  HIS104H5 or  HIS105H5 or  HIS106H5 or  HIS107H5 or  HIS108H5,None
 HIS492H5 , Entrepreneurial Diasporas ,0.5,Humanities,DTS201H5 or  DTS202H5 or  HIS282H5 or  HIS284H5,HIS101H5 or  HIS102H5 or  HIS103H5 or  HIS104H5 or  HIS105H5 or  HIS106H5 or  HIS107H5 or  HIS108H5,None
 HIS493H5 , Advanced Topics in Global History ,0.5,Humanities,None,HIS101H5 or  HIS102H5 or  HIS103H5 or  HIS104H5 or  HIS105H5 or  HIS106H5 or  HIS107H5 or  HIS108H5,None
 HIS494H5 , Advanced Topics in the History of the Americas ,0.5,Humanities,None,HIS101H5 or  HIS102H5 or  HIS103H5 or  HIS104H5 or  HIS105H5 or  HIS106H5 or  HIS107H5 or  HIS108H5,None
 HIS495H5 , Advanced Topics in European History ,0.5,Humanities,None,HIS101H5 or  HIS102H5 or  HIS103H5 or  HIS104H5 or  HIS105H5 or  HIS106H5 or  HIS107H5 or  HIS108H5,None
 HIS497Y5 , Independent Reading ,1.0,Humanities,None,None,None
 HIS498Y5 , Internship in History ,1.0,Humanities,None,( HIS101H5 or  HIS102H5 or  HIS103H5 or  HIS104H5 or  HIS105H5 or  HIS106H5 or  HIS107H5 or  HIS108H5) and 5.0 additional HIS credits and a CGPA of 3.0.,None
 HIS499H5 , Independent Reading ,0.5,Humanities,None,None,None
 HIS499Y5 , Research Opportunity Program ,1.0,Humanities,None,Completion of a minimum of 8.0 to 10.0 credits. (Amended),None
 HSC200H5 , Imaging Technologies for Scientific Visual Communication ,0.5,Science,None,BIO152H5 and  BIO153H5,HSC302H5
 HSC300H5 , Written Communication for Health Care ,0.5,Science,None,BIO152H5,None
 HSC301H5 , Data and Information Visualization ,0.5,Science,None,HSC200H5,CCT470H5
 HSC302H5 , Biocommunication Visualization ,0.5,Science,None,HSC200H5,HMB304H1
 HSC307H5 , Visual Presentation Design for Life Sciences ,0.5,Science,None,BIO152H5 and  BIO153H5 and  HSC200H5,None
 HSC401H5 , Health and Science Communication Design ,0.5,Science,None,HSC200H5,None
 HSC402H5 , Digital Learning Environments in Biology and Health Science ,0.5,Science,None,( ANT101H5 or  BIO152H5 or  CCT260H5) and  HSC200H5,None
 HSC403H5 , Visualization of Forensic Demonstrative Evidence ,0.5,Science,None,"10.0 credits, including  ANT205H5 or  ANT306H5 or ( BIO208H5 and  BIO209H5) or  BIO210Y5 or  FSC239Y5",None
 HSC404H5 , Advanced Visual Media for Anthropological Data ,0.5,Science,None,HSC200H5 and ( ANT200H5 and  ANT201H5) or ( ANT202H5 and  ANT203H5) or  BIO152H5,None
